MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Postleitzahl;Ort;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Letzte Aktualisierung
SEE933062071339;WEA Zölkow11;In Betrieb;23.03.2007;07.01.2021;Wind;2000;2000;19374;Hof Grabow;Windpark Zölkow GmbH & Co. KG;ABR930240249832;10.12.2024
SEE988711121293;WEA Zölkow12;In Betrieb;16.11.2006;07.01.2021;Wind;2000;2000;19374;Zölkow;Windpark Zölkow GmbH & Co. KG;ABR930240249832;14.03.2025
SEE910680703248;WEA Zölkow13;In Betrieb;07.11.2006;07.01.2021;Wind;2000;2000;19374;Hof Grabow;Windpark Zölkow GmbH & Co. KG;ABR930240249832;10.12.2024
SEE960075845428;N60-1145;In Betrieb;23.12.1999;07.01.2021;Wind;1300;1300;17098;Friedland;Windpark Dr. Beel KG;ABR928506169833;19.09.2022
SEE972563864873;V3233;In Betrieb;11.10.1989;07.01.2021;Wind;200;200;18347;Ostseebad Wustrow;(natürliche Person);ABR939815167335;30.06.2021
SEE957729752270;PJJ-Future-Wind 17.;In Betrieb;21.09.2012;06.01.2021;Wind;1500;1500;23968;Stofferstorf;PJJ-Future-Wind 17 GmbH & Co. KG;ABR954815165327;16.04.2025
SEE957021808385;Breesen 43613;In Betrieb;06.12.2012;05.01.2021;Wind;3075;3075;17091;Groß Teetzleben;Onshore Wind 2012 Breesen GmbH & Co. KG;ABR910681061613;18.12.2024
SEE979679072680;Breesen 43614;In Betrieb;29.11.2012;05.01.2021;Wind;3075;3075;17091;Groß Teetzleben;Onshore Wind 2012 Breesen GmbH & Co. KG;ABR910681061613;02.12.2024
SEE966609547868;Wind Rossow;In Betrieb;12.12.2011;04.01.2021;Wind;800;800;17322;Rossow;Elektrizitätswerke Müller oHG;ABR925300437960;25.06.2024
SEE935850774699;224417;In Betrieb;18.12.2018;29.12.2020;Wind;3450;3450;18233;Am Salzhaff;Rakower Bürgerwindpark;ABR927675315850;12.03.2025
SEE905933232026;224418;In Betrieb;18.12.2018;29.12.2020;Wind;3450;3450;18233;Am Salzhaff;Rakower Bürgerwindpark;ABR927675315850;13.03.2024
SEE957555753724;224419;In Betrieb;18.12.2018;29.12.2020;Wind;3450;3450;18233;Am Salzhaff;Rakower Bürgerwindpark;ABR927675315850;13.03.2024
SEE930055980999;13993;In Betrieb;12.12.2001;28.12.2020;Wind;2000;2000;18519;Sundhagen;(natürliche Person);ABR956000282420;12.05.2025
SEE949779643431;13994;In Betrieb;10.12.2001;28.12.2020;Wind;2000;2000;18519;Sundhagen;(natürliche Person);ABR956000282420;16.10.2023
SEE905482023144;Triton 7;In Betrieb;19.12.2001;24.12.2020;Wind;900;900;19386;Lübz;Triton Wind GmbH & CO. KG;ABR917248788587;03.01.2024
SEE990259263663;E 824900-04;In Betrieb;27.12.2012;23.12.2020;Wind;2300;2300;17111;Beggerow;Windpark Johannenhöhe GmbH & Co. KG;ABR958522009455;09.10.2024
SEE929518710440;NX 1241-04;In Betrieb;13.07.2000;21.12.2020;Wind;1300;1300;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;08.04.2025
SEE984950804676;NX 1240-02;In Betrieb;11.07.2000;21.12.2020;Wind;1300;1300;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;08.04.2025
SEE930767006901;WP Daskow WEA Elmenhorst 6;In Betrieb;30.12.1998;21.12.2020;Wind;450;450;18107;Elmenhorst/Lichtenhagen;Windpark Daskow GmbH & Co. Windenergieanlage Elmenhorst KG;ABR978070346680;19.05.2022
SEE989566599183;CRA-01-69397;In Betrieb;15.12.2003;21.12.2020;Wind;900;900;19071;Cramonshagen;Galatea Energie GmbH & Co. KG;ABR963965636151;02.04.2024
SEE968205956839;CRA-02-69396;In Betrieb;15.12.2003;21.12.2020;Wind;900;900;19071;Cramonshagen;Perdita Energie GmbH & Co. KG;ABR941085086742;02.04.2024
SEE921605454121;NX 1242-01;In Betrieb;12.07.2000;21.12.2020;Wind;1300;1300;18233;Neubukow;Windpark Neubukow GmbH & Co. Betriebs KG;ABR973148242529;08.04.2025
SEE910464079552;FL 429;In Betrieb;05.12.2006;21.12.2020;Wind;1500;1500;19205;Gadebusch;Krag Invest GmbH & Co. Passow II KG;ABR905654419454;27.12.2024
SEE961526534670;FL 430;In Betrieb;30.11.2006;21.12.2020;Wind;1500;1500;19205;Gadebusch;Krag Invest GmbH & Co. Passow II KG;ABR905654419454;27.12.2024
SEE997718891207;224416;In Betrieb;20.12.2018;21.12.2020;Wind;3450;3450;18233;Am Salzhaff;Rakower Bürgerwindpark;ABR927675315850;13.03.2024
SEE991608110492;ONE Anl. 4 Kröpelin;In Betrieb;22.12.2009;21.12.2020;Wind;800;800;18236;Kröpelin;Bürgerwindpark GmbH Kröpelin;ABR990542394326;21.09.2021
SEE967353959600;MP Anlage 1 Kröpelin;In Betrieb;22.12.2009;21.12.2020;Wind;800;800;18236;Kröpelin;Bürgerwindpark GmbH Kröpelin;ABR975051768080;08.08.2022
SEE903673064426;WP Börgerende WEA 1;In Betrieb;07.04.1994;20.12.2020;Wind;450;450;18211;Börgerende;Windpark Börgerende GmbH & Co. KG;ABR955437691935;30.12.2020
SEE992952648716;STA-6(30450006);In Betrieb;18.12.1996;20.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;08.06.2021
SEE957474439419;STA-7(30450007);In Betrieb;18.12.1996;20.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;08.06.2021
SEE936466344948;WP Börgerende WEA 2;In Betrieb;26.04.1994;20.12.2020;Wind;450;450;18211;Rethwisch;Windpark Börgerende GmbH & Co. KG;ABR955437691935;10.06.2021
SEE967563589468;WP Börgerende WEA 3;In Betrieb;26.04.1994;20.12.2020;Wind;450;450;18211;Rethwisch;Windpark Börgerende GmbH & Co. KG;ABR955437691935;29.11.2022
SEE903879499374;STA-1(30450001);In Betrieb;18.12.1996;19.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;08.06.2021
SEE971210363882;STA-2(30450002);In Betrieb;18.12.1996;19.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;30.12.2020
SEE987452210068;STA-3(30450003);In Betrieb;18.12.1996;19.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;21.06.2021
SEE992146077292;STA-4(30450004);In Betrieb;18.12.1996;19.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;30.12.2020
SEE904755346553;STA-5(30450005);In Betrieb;18.12.1996;19.12.2020;Wind;600;600;17153;Stavenhagen;LEJ Wind;ABR998432218066;08.06.2021
SEE937524806811;KNE WP 44 HOT WEA 1 NX N100;In Betrieb;18.03.2016;18.12.2020;Wind;2500;2500;18258;Schwaan;Windpark Hof Tatschow GmbH & Co. KG;ABR928818365053;03.02.2025
SEE957334838628;WEA 3 - 15296;In Betrieb;05.07.2001;18.12.2020;Wind;1500;1500;17153;Stavenhagen;Windpark Stavenhagen GmbH & Co. KG;ABR992860203762;05.12.2024
SEE952378849036;WEA 2 - 15297;In Betrieb;05.07.2001;18.12.2020;Wind;1500;1500;17153;Stavenhagen;Windpark Stavenhagen GmbH & Co. KG;ABR992860203762;05.12.2024
SEE984069731092;WEA 1 - 15298;In Betrieb;12.07.2001;18.12.2020;Wind;1500;1500;17153;Stavenhagen;Windpark Stavenhagen GmbH & Co. KG;ABR992860203762;05.12.2024
SEE905934280507;WEA 4 - 15299;In Betrieb;12.07.2001;18.12.2020;Wind;1500;1500;17153;Stavenhagen;Windpark Stavenhagen GmbH & Co. KG;ABR992860203762;05.12.2024
SEE909600032766;eno126029 - WEA5;In Betrieb;16.12.2020;17.12.2020;Wind;3500;3500;18233;Kirch Mulsow;Norddeutsche Energie WP beim Tempelberg GmbH & Co. KG;ABR954382049440;18.12.2024
SEE934908154377;eno126028;In Betrieb;15.12.2020;16.12.2020;Wind;4800;4800;18233;Kirch Mulsow;Norddeutsche Energie WP beim Tempelberg GmbH & Co. KG;ABR954382049440;18.12.2024
SEE919069479491;E 66011-01;In Betrieb;26.08.1997;16.12.2020;Wind;1500;1500;17438;Wolgast;I/S Wolgast;ABR909671343280;07.02.2025
SEE946325449035;ABR972913665204;In Betrieb;16.04.1996;15.12.2020;Wind;250;250;23974;Hagebök;(natürliche Person);ABR972913665204;20.02.2021
SEE992769447557;WEA 03 (15561932);In Betrieb;17.12.2004;15.12.2020;Wind;1500;1500;18184;Broderstorf;JWP Jade Windpark GmbH & Co. III. Betriebs KG;ABR974636181719;09.10.2025
SEE938110736420;WEA 04 (15561933);In Betrieb;22.12.2004;15.12.2020;Wind;1500;1500;18184;Broderstorf;JWP Jade Windpark GmbH & Co. III. Betriebs KG;ABR974636181719;10.06.2025
SEE921576675723;WEA 05 (15561934);In Betrieb;28.12.2004;15.12.2020;Wind;1500;1500;18184;Broderstorf;JWP Jade Windpark GmbH & Co. III. Betriebs KG;ABR974636181719;10.06.2025
SEE984768187503;Daskow 06;In Betrieb;11.02.1999;15.12.2020;Wind;1000;1000;18320;Ahrenshagen-Daskow;Windpark Daskow GmbH & Co. KG;ABR978362837735;24.03.2021
SEE912421659845;Wolgast 70103;In Betrieb;17.12.2001;14.12.2020;Wind;1500;1500;17438;Wolgast;GbR WKA Wolgast 6;ABR911498266901;22.01.2024
SEE957359940917;Wolgast 70101;In Betrieb;17.12.2001;14.12.2020;Wind;1500;1500;17438;Wolgast;BGB-Gesellschaft Windkraftanlagen Chini-Schölkopf;ABR942861887096;28.05.2021
SEE972960501296;Wolgast 70324;In Betrieb;18.12.2003;14.12.2020;Wind;1500;1500;17438;Wolgast;BGB-Gesellschaft Windkraftanlagen Chini-Schölkopf;ABR942861887096;08.03.2021
SEE922960060484;Altenhagen Wind;In Betrieb;02.03.2016;14.12.2020;Wind;3050;3050;17129;Völschow;Infrastrukturgemeinschaft Völschow Ost GbR;ABR964713323545;30.12.2024
SEE906968376266;Windenergie Völschow;In Betrieb;18.03.2016;14.12.2020;Wind;3050;3050;17129;Völschow;Infrastrukturgemeinschaft Völschow Ost GbR;ABR964713323545;28.11.2024
SEE966277935912;Heyden-Wind;In Betrieb;29.03.2016;14.12.2020;Wind;3050;3050;17129;Völschow;Infrastrukturgemeinschaft Völschow Ost GbR;ABR964713323545;28.11.2024
SEE910262339988;Windenergie Anlage 1011151;In Betrieb;30.03.2016;14.12.2020;Wind;3050;3050;17129;Völschow;Infrastrukturgemeinschaft Völschow Ost GbR;ABR964713323545;28.11.2024
SEE941701057187;Windpark Demmin GmbH;In Betrieb;18.11.1997;13.12.2020;Wind;600;600;17109;Demmin;Windpark Demmin GmbH;ABR901433776961;28.05.2021
SEE984070787101;Windpark GmbH Demmin;In Betrieb;18.11.1997;13.12.2020;Wind;600;600;17109;Demmin;Windpark Demmin GmbH;ABR901433776961;23.01.2021
SEE974835995735;Windpark GmbH Demmin;In Betrieb;18.11.1997;13.12.2020;Wind;600;600;17109;Demmin;Windpark Demmin GmbH;ABR901433776961;28.05.2021
SEE926105647363;Windpark GmbH Demmin;In Betrieb;18.11.1997;13.12.2020;Wind;600;600;17109;Demmin;Windpark Demmin GmbH;ABR901433776961;28.05.2021
SEE935889882112;Kleinstwindenergieanlage Pfeifengrasweg;In Betrieb;11.12.2020;11.12.2020;Wind;1;1;18198;Kritzmow;Sybille und Lutz Hempelt GbR;ABR902643920465;23.02.2021
SEE952500057865;Groß Trebbow WEA 2;In Betrieb;13.01.2012;11.12.2020;Wind;2050;2050;19069;Klein Trebbow;TOBi Windenergie GmbH & Co. KG;ABR982787494343;17.03.2021
SEE929376207984;Groß Trebbow WEA 3;In Betrieb;19.01.2012;11.12.2020;Wind;2050;2050;19069;Klein Trebbow;TOBi Windenergie GmbH & Co. KG;ABR982787494343;17.03.2021
SEE961487603545;Groß Trebbow WEA 4;In Betrieb;31.01.2012;11.12.2020;Wind;2050;2050;19069;Klein Trebbow;TOBi Windenergie GmbH & Co. KG;ABR982787494343;17.03.2021
SEE922837735484;Wolgast 70106;In Betrieb;17.12.2001;11.12.2020;Wind;1500;1500;17438;Wolgast;Windwandler GmbH & Co. KG;ABR996548363045;03.09.2025
SEE942099671177;Rossow R56024;In Betrieb;06.10.1999;10.12.2020;Wind;1050;1050;17322;Rossow;(natürliche Person);ABR968664863525;05.12.2023
SEE926316911079;W01-67539;In Betrieb;18.03.2003;10.12.2020;Wind;900;900;19386;Werder;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE993196676992;W02-67506;In Betrieb;22.12.2002;10.12.2020;Wind;900;900;19386;Werder;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE959013609987;W03-67958;In Betrieb;08.08.2003;10.12.2020;Wind;750;750;19386;Werder;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE930691089216;W34-67661;In Betrieb;28.06.2003;10.12.2020;Wind;750;750;19386;Werder;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE949888910783;Kankel 1;In Betrieb;21.11.2013;10.12.2020;Wind;3000;3000;18299;Dolgen am See;W2E Windpark UG (haftungsbeschränkt) Kankel 1 KG;ABR938709083621;15.09.2021
SEE962479838204;W35-67660;In Betrieb;30.12.2002;10.12.2020;Wind;750;750;19386;Werder;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE916929201773;R01-67503;In Betrieb;09.02.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE974562447736;R02-67502;In Betrieb;09.03.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE990448868655;R03-67505;In Betrieb;12.02.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE936594997825;R04-67537;In Betrieb;12.03.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE922083426945;Kankel 2;In Betrieb;27.01.2014;10.12.2020;Wind;2050;2050;18299;Dolgen am See;W2E Windpark UG (haftungsbeschränkt) Kankel 2 KG;ABR988107301117;09.10.2023
SEE962333716730;R05-67507;In Betrieb;16.03.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE911871135404;R06-67538;In Betrieb;21.03.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE977070057756;R07-67540;In Betrieb;22.03.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE981036169391;R08-67504;In Betrieb;08.02.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE911895783728;R09-66965;In Betrieb;23.06.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE950890687020;WEA 824564 - 12;In Betrieb;28.12.2012;10.12.2020;Wind;2300;2300;17309;Fahrenwalde;NeunBerge GmbH & Co. 7. Betriebs KG;ABR999559830902;18.02.2025
SEE907252452079;R10-66968;In Betrieb;24.06.2003;10.12.2020;Wind;900;900;19386;Lübz;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;13.03.2024
SEE929844677257;Wolgast 70309;In Betrieb;22.12.2003;10.12.2020;Wind;1500;1500;17495;Karlsburg;(natürliche Person);ABR991956102873;08.03.2021
SEE936537868090;Wolgast 70454;In Betrieb;02.12.2004;10.12.2020;Wind;1500;1500;17495;Karlsburg;(natürliche Person);ABR991956102873;08.03.2021
SEE916720399884;Kankel 3;In Betrieb;01.10.2014;10.12.2020;Wind;3000;3000;18299;Dolgen am See;W2E Windpark UG (haftungsbeschränkt) Kankel 3 KG;ABR936508724202;15.09.2021
SEE998458490453;WEA 82210 - 02;In Betrieb;14.05.2007;10.12.2020;Wind;2000;2000;17309;Fahrenwalde;NeunBerge GmbH & Co. 2. Betriebs KG;ABR953181768644;27.11.2024
SEE955708451268;Windrad;In Betrieb;08.12.2020;09.12.2020;Wind;30;30;17159;Dargun;Gesellschaft zur Förderung der Europäischen Kooperative;ABR938904651441;23.02.2021
SEE953744056027;NM 24115;In Betrieb;29.12.2006;09.12.2020;Wind;1500;1500;19374;Zölkow;Norddeutsche Energie WP Zölkow GmbH & Co. KG;ABR927437278331;07.02.2025
SEE977950230958;820001;In Betrieb;08.04.2008;09.12.2020;Wind;2000;2000;18184;Roggentin;Norddeutsche Energie Fienstorf GmbH & Co. KG;ABR955744974585;16.04.2021
SEE946002650723;17593;In Betrieb;04.11.2003;09.12.2020;Wind;1750;1750;18246;Bützow;Momentum Energy Group A/S;ABR908830479761;22.07.2021
SEE967088383862;Wolgast 70286;In Betrieb;19.12.2003;09.12.2020;Wind;1500;1500;17495;Karlsburg;(natürliche Person);ABR988615804476;08.03.2021
SEE919525854657;Wolgast 70323;In Betrieb;18.12.2003;09.12.2020;Wind;1500;1500;17495;Karlsburg;(natürliche Person);ABR988615804476;08.03.2021
SEE968393151498;Wolgast 70373;In Betrieb;31.12.2003;09.12.2020;Wind;1500;1500;17495;Karlsburg;Windwandler GmbH & Co. KG;ABR996548363045;23.09.2022
SEE918380585898;Rosenhof Landwind GmbH & Co. KG;In Betrieb;10.10.2013;09.12.2020;Wind;2300;2300;23936;Testorf-Steinfort;Rosenhof Landwind GmbH & Co.KG;ABR904584490380;12.12.2024
SEE907256861754;17594;In Betrieb;22.11.2003;09.12.2020;Wind;1750;1750;18246;Bützow;Momentum Energy Group A/S;ABR908830479761;22.07.2021
SEE948513497491;Rosenhof Landwind GmbH & Co. KG;In Betrieb;04.10.2013;09.12.2020;Wind;2300;2300;23936;Testorf-Steinfort;Rosenhof Landwind GmbH & Co.KG;ABR904584490380;12.12.2024
SEE958408891945;Rosenhof Landwind GmbH & Co. KG;In Betrieb;11.10.2013;09.12.2020;Wind;2300;2300;23936;Testorf-Steinfort;Rosenhof Landwind GmbH & Co.KG;ABR904584490380;12.12.2024
SEE900466301720;17595;In Betrieb;19.11.2003;09.12.2020;Wind;1750;1750;18246;Bützow;Momentum Energy Germany GmbH & Co.KG;ABR942424506877;06.02.2023
SEE907163198851;17596;In Betrieb;06.11.2003;09.12.2020;Wind;1750;1750;18246;Bützow;Wind Energy ApS & Co. Sechste Bützow KG;ABR916600435459;22.07.2021
SEE938324407291;17625;In Betrieb;29.10.2003;09.12.2020;Wind;850;850;18246;Bützow;Wind Energy Gmbh & Co. Vierte Bützow;ABR955203327556;22.07.2021
SEE937151459466;17626;In Betrieb;29.10.2003;09.12.2020;Wind;850;850;18246;Bützow;Wind Energy Gmbh & Co. Vierte Bützow;ABR955203327556;19.07.2021
SEE991599114318;Wolgast 70288;In Betrieb;18.12.2003;08.12.2020;Wind;1500;1500;17495;Lühmannsdorf;Windwandler GmbH & Co. KG;ABR996548363045;05.10.2022
SEE983697807926;Wolgast 70325;In Betrieb;23.12.2003;08.12.2020;Wind;1500;1500;17495;Lühmannsdorf;Windwandler GmbH & Co. KG;ABR996548363045;05.10.2022
SEE974523529563;Wolgast 70301;In Betrieb;22.12.2003;08.12.2020;Wind;1500;1500;17495;Karlsburg;BGB-Gesellschaft Windkraftanlagen Chini und Liebe;ABR999672521220;17.06.2024
SEE938234433755;Wolgast 70326;In Betrieb;22.12.2003;08.12.2020;Wind;1500;1500;17495;Karlsburg;BGB-Gesellschaft Windkraftanlagen Chini und Liebe;ABR999672521220;11.06.2024
SEE966311507167;Anlage 1 Görmin 18269;In Betrieb;17.12.2003;08.12.2020;Wind;2000;2000;17489;Greifswald;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;07.07.2021
SEE901985454249;Anlage 2 Görmin 18270;In Betrieb;17.12.2003;08.12.2020;Wind;2000;2000;17489;Greifswald;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;07.07.2021
SEE914255647050;Anlage 3 Görmin 18271;In Betrieb;16.12.2003;08.12.2020;Wind;2000;2000;17121;Sassen-Trantow;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;19.07.2021
SEE907946601400;Anlage 4 Görmin 18272;In Betrieb;16.12.2003;08.12.2020;Wind;2000;2000;17489;Greifswald;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;07.07.2021
SEE960901494240;Anlage 5 Görmin 24066;In Betrieb;23.06.2006;08.12.2020;Wind;2000;2000;17121;Görmin;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;30.12.2024
SEE990712064264;Winkraftanlagen Nantrow;In Betrieb;01.02.1993;07.12.2020;Wind;150;150;23974;Neuburg;(natürliche Person);ABR941825376195;20.07.2023
SEE942258447186;Windkraftanlagen Nantrow 1;In Betrieb;01.02.1993;07.12.2020;Wind;150;150;23974;Hagebök;(natürliche Person);ABR941825376195;27.06.2021
SEE993248215162;WP Dönnie;In Betrieb;31.08.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE904267572402;WP Wiesenrain;In Betrieb;07.09.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;07.08.2025
SEE943000237475;WP Döla;In Betrieb;14.09.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE940336194052;WP Feldblick;In Betrieb;05.09.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE983204110471;WPR I;In Betrieb;03.08.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE976020026705;WP Vieka;In Betrieb;02.08.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE907961115067;WPR II;In Betrieb;06.08.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE966400247615;WP Wunderwiese;In Betrieb;07.08.2012;07.12.2020;Wind;2300;2300;18516;Süderholz;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;25.03.2025
SEE966911240310;WP Kahling I;In Betrieb;17.04.2014;07.12.2020;Wind;2300;2300;18507;Grimmen;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE909957499571;WPR III;In Betrieb;02.05.2014;07.12.2020;Wind;2300;2300;18507;Grimmen;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE985158925972;WP Kahling II;In Betrieb;06.05.2014;07.12.2020;Wind;2300;2300;18507;Grimmen;Infrastrukturgemeinschaft Rakow-Grimmen GbR;ABR947389004055;30.12.2024
SEE916701737346;E 781853;In Betrieb;19.12.2007;04.12.2020;Wind;2000;2000;18337;Marlow;Norddeutsche Energie WP Bookhorst GmbH & Co. KG;ABR935025309855;21.11.2024
SEE929839065007;E827059 - WEA 14;In Betrieb;20.12.2017;04.12.2020;Wind;2300;2300;17309;Fahrenwalde;Windpark Fahrenwalde infra GmbH;ABR974291655624;27.11.2024
SEE908364260491;920016;In Betrieb;05.03.2014;02.12.2020;Wind;2200;2200;18239;Satow;Norddeutsche Energie WP Stäbelow 1 GmbH & Co. KG;ABR966586376659;26.07.2024
SEE995135130497;920017;In Betrieb;05.03.2014;02.12.2020;Wind;2200;2200;18239;Satow;Norddeutsche Energie WP Stäbelow 1 GmbH & Co. KG;ABR966586376659;26.07.2024
SEE987591246010;920018;In Betrieb;27.02.2014;02.12.2020;Wind;2200;2200;18198;Stäbelow;Norddeutsche Energie WP Stäbelow 1 GmbH & Co. KG;ABR966586376659;26.07.2024
SEE916194418289;920019;In Betrieb;13.03.2014;02.12.2020;Wind;2200;2200;18198;Stäbelow;Norddeutsche Energie WP Stäbelow 1 GmbH & Co. KG;ABR966586376659;26.07.2024
SEE928820692253;920026;In Betrieb;30.07.2014;02.12.2020;Wind;2200;2200;18198;Stäbelow;Norddeutsche Energie WP Stäbelow 1 GmbH & Co. KG;ABR966586376659;26.07.2024
SEE989980528608;E824596 - WEA04;In Betrieb;02.11.2012;02.12.2020;Wind;2300;2300;17309;Fahrenwalde;Windpark Fahrenwalde infra GmbH;ABR974291655624;24.02.2025
SEE959536716155;E824597 - WEA05;In Betrieb;16.11.2012;02.12.2020;Wind;2300;2300;17309;Fahrenwalde;Windpark Fahrenwalde infra GmbH;ABR974291655624;18.02.2025
SEE946897192230;S 70455;In Betrieb;01.02.2008;02.12.2020;Wind;1500;1500;23970;Benz;AREF Windpark Kalsow GmbH & Co. KG;ABR993515365675;21.11.2024
SEE960284430859;E1010105 - WEA10;In Betrieb;29.12.2012;02.12.2020;Wind;3050;3050;17309;Fahrenwalde;Windpark Fahrenwalde infra GmbH;ABR974291655624;04.03.2025
SEE979721744879;E82209 - WEA01;In Betrieb;14.05.2007;01.12.2020;Wind;2000;2000;17309;Rollwitz;Energie GbR Götemitz;ABR932150366654;19.03.2025
SEE951903226809;821001;Endgültig stillgelegt;23.12.2010;01.12.2020;Wind;2050;2050;18233;Kirch Mulsow;(natürliche Person);;19.12.2024
SEE971196628647;920001;Endgültig stillgelegt;27.07.2010;01.12.2020;Wind;2200;2200;18233;Carinerland;(natürliche Person);;02.12.2024
SEE957048641699;NX-9151;In Betrieb;26.10.2001;01.12.2020;Wind;1000;1000;18236;Kröpelin;(natürliche Person);ABR958620442123;29.03.2022
SEE940558126541;NX-9164;In Betrieb;20.06.2002;01.12.2020;Wind;1000;1000;18236;Kröpelin;(natürliche Person);ABR958620442123;22.06.2021
